0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
87.37197,87.17016,90.80302,91.59094,130.59212,163.59998,170.19557,174.65164,176.45584,170.84156,170.68458,174.59402,135.84591,124.83827,122.58463,102.65699,131.68168,131.22868,130.28545,129.93464,99.56286,118.30497,102.49041,109.25571,92.85965,92.85965,104.25,104.25,74.6542,75.0,75.0,64.73684,64.73684,64.73684,55.76,61.55,61.55,59.47368,59.47368,59.47368,63.14286,60.0,60.0,60.0,60.0,65.0,65.0,65.0
50.3607,35.61393,0.0,0.0,0.0,13.01591,22.96584,57.08939,46.04664,56.91655,55.83616,56.20398,57.47027,56.77106,46.72598,40.49114,37.3221,54.15789,55.72923,59.95223,67.09238,58.6355,66.90464,72.42811,8.83928,10.0,11.10526,11.10526,7.25323,6.38455,6.43077,7.90818,6.4878,6.4878,6.4878,6.4878,6.4878,6.4878,6.4878,6.4878,6.36892,6.79174,6.60784,6.80471,6.35484,6.38856,13.31963,70.0
34.08575,34.03749,33.38639,34.95234,35.68381,43.56291,41.63182,38.73946,37.48372,36.97652,37.56405,38.1679,38.05674,37.25645,36.94775,36.86068,37.01916,37.77475,37.92141,37.66695,38.17805,38.47754,38.36706,33.0122,68.69375,68.08622,68.02629,65.91232,55.17255,59.61515,52.62739,52.5043,52.05602,52.53752,54.26897,56.8122,57.08233,57.62366,57.18008,57.59673,57.42967,56.57555,57.23868,57.51087,58.01351,58.73288,59.26196,65.2159
43.7366,27.50634,1.84604,1.84611,0.0,5.79541,41.53177,39.77851,44.54376,24.78966,27.8649,35.02237,36.29888,37.62234,35.25612,33.49313,33.38405,40.98272,48.99474,45.87472,43.0677,47.74955,40.78092,53.82525,22.56604,22.56604,22.56604,22.56604,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.40385,22.56604,22.56604,22.56604,22.56604,22.56604,26.37736,26.37736,26.37736,63.73537
44.79007,43.81813,44.49134,45.12952,44.46412,44.142,46.56938,49.54345,58.34267,47.87059,47.75882,47.1678,46.71795,46.95367,47.742,45.604,47.39044,48.33936,48.04618,47.86139,45.89747,48.38962,45.12119,46.90282,137.44674,138.33777,139.7713,127.41485,128.48293,100.69728,103.33894,98.08574,98.21734,97.61465,98.31012,98.81158,102.65625,103.19908,100.62021,99.87746,99.13375,98.90814,98.33173,99.42193,112.29704,112.76618,121.41947,109.47685
42.86546,43.00835,42.50777,42.42272,42.28922,42.51369,42.71985,42.50588,42.3474,42.88535,43.12454,42.97529,42.55881,42.30052,42.78331,42.1957,42.69311,42.2786,42.35429,42.23883,41.79462,42.52467,42.10324,50.03954,839.47006,841.31974,846.77497,844.86558,631.69601,835.17731,792.42078,638.24602,500.98612,591.05926,863.92269,1064.97326,984.23576,1074.58954,1029.83914,733.56676,308.46375,301.15759,316.59422,822.80193,671.11854,955.23488,969.57252,1309.55152
70.77625,70.50234,77.2704,80.34197,75.1289,78.0483,78.63024,76.97117,74.50796,74.73054,80.86547,86.33664,86.30766,83.29867,84.10452,84.23827,80.04123,79.27327,80.35313,103.46361,103.78375,77.67047,76.70599,72.49922,81.80154,82.17715,81.63771,82.20772,86.1793,80.25616,80.34466,76.08699,76.55045,76.71877,78.0236,79.47399,80.36087,81.16381,80.05725,80.36621,80.44465,83.72708,84.37062,82.73508,84.40657,84.92938,84.81387,95.833
90.67082,87.30988,67.198,61.98329,57.39073,74.88177,72.17259,70.59303,100.36109,101.07773,100.42238,101.33793,97.82871,98.32127,92.47909,95.0518,98.8928,92.64746,91.49851,92.2171,95.68901,108.47444,110.06965,108.06068,35.88235,35.88235,35.88235,35.88235,35.88235,35.88235,35.88235,36.85714,36.52632,36.52632,36.52632,36.52632,36.52632,39.36364,39.36364,39.36073,39.36073,37.81659,40.91324,41.00418,41.00418,41.00418,41.00418,45.0
60.6752,58.31513,58.10371,58.77632,58.50143,60.33613,67.56256,74.75115,78.99644,77.11578,71.69942,81.2308,76.3335,77.09578,69.4625,84.19009,85.52185,85.0375,83.95575,71.80693,80.2134,60.93507,83.81315,69.15621,13.59658,13.53695,13.53963,13.65745,12.51569,12.22966,12.88499,12.90793,13.07105,12.89769,12.92932,12.97126,13.03856,12.98258,13.04201,13.04586,13.05573,13.07438,13.03789,13.01203,12.20877,12.38897,11.99354,12.38548
49.8932,50.99964,50.07765,47.41467,46.09601,53.18811,58.19195,59.032,54.48678,56.58346,54.28571,42.42706,63.69119,58.13275,75.7319,65.6423,64.30161,56.24634,52.36119,53.13948,56.78381,59.13716,56.86692,54.98898,30.83964,41.66625,46.25332,57.5426,48.48213,53.64396,34.00184,30.48559,26.63435,22.59731,24.19863,21.2044,22.57868,25.68351,25.13766,7.975,7.945,9.4599,8.00412,22.03787,29.46364,29.77814,29.82663,25.47079
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,88.16654,75.0,30.58,76.58474,71.6264,71.58536,81.69984,88.22305,33.442,91.31308,71.28578,89.4878,694.9825,676.5632,660.38743,681.68656,272.07334,536.13962,441.39692,424.97284,115.70899,115.5868,130.14736,132.74824,166.64558,576.82596,580.4104,619.54492,616.35897,641.56337,648.52891,648.2715,765.39546,870.77495,879.35913,164.02391
27.78511,32.132,32.13297,15.29105,0.0,5.44,5.755,26.29682,27.77709,28.9374,28.98898,30.3756,29.11474,28.16387,29.12034,27.88292,29.45653,30.0164,31.24307,30.27901,29.3699,28.73457,28.05516,25.16726,13.35496,16.71806,14.13135,20.04594,19.93096,24.12162,20.0396,19.60248,10.43444,10.92751,10.95859,10.5366,10.83692,10.59296,10.42487,10.1277,9.7324,10.18107,10.41448,10.49412,10.27647,10.66304,8.99908,8.37583
67.78928,71.60478,82.77079,80.95064,88.4749,84.95107,86.36328,76.6916,77.00043,76.55455,75.10487,73.71204,69.35827,70.30676,72.00288,76.63787,76.42067,79.05054,78.95245,78.31231,80.68047,82.97042,82.45989,105.57217,203.0963,202.97533,909.06137,910.0,919.12345,182.44358,192.14407,162.41424,142.60398,142.06041,310.52632,1421.18421,1311.08002,1325.95672,1260.36828,953.42052,810.578,229.31013,228.43116,186.26786,227.70865,237.5248,237.23098,679.59138
19.63338,12.50162,12.75641,237.12766,237.12766,125.88306,504.47086,500.55057,530.93269,565.61254,567.10478,530.98645,564.97005,555.49913,611.90322,411.29579,407.75571,337.35467,343.25266,343.2347,362.3403,318.70552,317.64719,204.31693,2.33542,2.48844,2.64102,2.82761,2.60864,2.63298,1.63654,1.81837,1.91948,2.31658,2.53275,2.39251,2.83945,2.64306,2.28202,2.6825,2.88581,2.3883,2.3531,2.79285,2.07244,2.47515,2.32541,2.3746
47.5583,48.597,47.75192,48.96235,48.42861,48.44504,47.0286,43.34805,43.61737,44.50686,43.58143,43.47943,43.1578,43.24257,42.82389,42.77937,45.95099,47.74196,47.41952,44.37998,43.51028,45.933,46.5558,45.31445,235.08806,207.54881,145.34018,145.77844,148.23177,118.28638,109.81276,139.42007,93.65727,93.4849,87.12335,92.12543,90.5439,91.97122,70.70365,70.42596,62.47225,51.3349,51.65928,54.4073,61.7102,73.46219,72.44795,66.77126
33.59704,32.19849,30.91709,30.98551,33.86444,33.53146,33.795,31.81207,32.63338,32.69343,31.92216,31.23736,31.08741,30.2524,30.32493,30.7985,31.76234,32.08103,31.906,32.07597,32.00795,31.0862,31.09264,35.84462,282.53664,277.55051,270.25805,281.46025,235.52003,208.21892,211.1909,154.033,146.8659,140.95109,148.80302,158.52304,170.73124,149.10544,144.51068,152.91599,163.18625,164.5491,163.79904,157.52959,163.47891,157.07146,176.23822,213.59356
41.41171,0.0,2.50836,1.93635,2.50769,0.0,21.16,43.34028,46.35408,49.09562,48.27982,52.29916,51.16185,51.30351,44.66983,45.03776,50.26691,46.80739,48.82828,48.18196,53.22648,52.54718,52.19886,84.09831,10.08563,10.08563,10.08563,10.08563,10.08563,11.0,11.0,7.00419,7.00262,7.00262,7.00262,7.00262,7.00262,7.00262,7.00262,7.00262,7.00236,7.00236,11.0,11.0,11.0,11.0,11.0,9.025
2.87375,1.9725,1.9725,1.9725,1.9525,1.94448,2.62,1.96167,1.96167,0.0,0.0,0.0,0.0,1.95279,19.37342,31.38654,31.54229,32.6637,30.57112,30.90531,28.45944,15.33631,19.46057,19.22904,20.0,15.8,15.8,15.8,15.8,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
49.27333,48.6108,47.84473,48.19389,46.87993,48.18182,47.26462,48.32789,48.1687,48.33864,48.87217,48.87649,47.54678,49.15785,48.55632,48.19572,47.42825,48.3614,47.70136,46.87988,47.62003,47.68465,45.84639,51.60352,391.21871,391.13812,304.21625,313.74266,198.17139,103.77814,100.6747,98.07312,116.66286,129.80679,114.84782,98.32958,111.19754,101.77643,102.08324,97.18785,97.24731,117.57998,122.34775,170.55967,368.26781,379.43473,382.03878,321.68558
23.02338,23.59747,21.78617,21.20036,20.66063,20.05711,20.10353,22.16845,22.61995,23.05408,20.34943,20.39817,21.02028,20.43357,20.42934,22.055,23.07487,23.95777,23.35541,21.52787,22.16438,21.9554,22.1583,21.74746,15.68225,17.36421,17.18939,16.96079,16.78146,16.44883,15.07222,13.13034,13.63552,13.51669,18.67914,13.46481,13.01788,15.12808,15.06196,14.46838,8.83174,8.8082,8.8082,8.92222,8.83174,8.36955,13.43366,15.40018
10.89822,10.67505,10.41832,10.5668,10.59394,10.92033,0.0,12.18718,13.69297,14.25635,13.7434,13.07793,0.0,10.57828,14.74381,16.25194,16.8746,17.24583,19.23152,18.65129,16.4715,16.44155,14.9294,13.01886,60.16848,60.17416,65.58686,65.29716,65.51816,65.66228,34.65446,32.13976,30.36852,31.05884,30.88097,30.86159,29.77535,30.14028,29.872,29.9163,30.12649,30.17933,29.18532,29.64405,30.61883,30.8767,36.44382,38.42532
124.08564,105.47208,134.509,118.39829,119.56751,126.17411,120.125,113.76698,123.19575,123.91165,123.7419,102.33612,100.00584,100.22519,125.35499,103.03464,144.33433,142.72113,150.98225,129.74275,154.36794,166.2424,166.71564,113.84022,21.58974,21.58974,21.58974,21.58974,21.58974,22.0,25.0,0.0,0.0,14.0,14.0,14.0,14.5,14.5,14.5,0.0,25.0,22.0,22.0,22.0,22.0,22.0,22.0,20.26316
75.91588,82.14286,2.27056,2.27036,1.8128,135.65791,97.6351,97.78542,100.44001,118.6262,124.4914,108.32404,106.55378,137.44357,160.89501,160.72185,133.58249,132.91297,120.8944,128.87188,143.70537,136.48392,95.64254,78.74873,4.9,4.90214,4.75985,5.77309,5.72018,5.72018,5.66092,5.53653,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.575,5.53367,4.9,4.9,4.9,4.9,4.9,4.9,7.0
39.08901,38.76196,35.00152,34.85915,35.14441,33.55515,34.12418,32.07562,32.87287,33.79671,33.63173,34.5036,35.37822,35.94483,35.69449,35.31738,34.22181,30.99669,33.32789,31.93275,34.70078,34.49893,31.68877,32.80599,335.47402,339.32542,374.16319,374.16319,331.75624,313.75631,333.37043,284.40303,297.85435,315.99565,367.62176,370.95147,375.90619,379.39282,385.65442,380.83959,288.07924,251.88048,256.05573,266.04434,259.26798,219.36648,258.66941,242.34042
5.66,4.79,4.84863,5.28245,5.2823,5.28032,5.27794,5.63006,5.97982,11.412,6.76506,7.8729,13.02484,20.50098,19.66779,24.27654,21.96204,21.74679,22.36263,21.76097,22.80719,24.40783,23.23879,23.55633,14.2363,14.81053,14.7878,14.31409,14.11352,13.41748,11.91109,11.91322,11.79413,11.61765,11.61385,11.65855,11.64947,11.7181,10.8391,10.47759,9.83913,9.45974,10.69742,10.68873,10.42206,10.25246,11.42813,11.32184
